WL          Excit           loggf   ele      num    Ion lt
6159.38     4.61     -1.878  FeI      26.0
6165.36     4.14     -1.502  FeI      26.0
6173.34     2.22     -2.877  FeI      26.0
6180.21     2.73     -2.632  FeI      26.0
6187.99     3.94     -1.620  FeI      26.0
6213.44     2.22     -2.580  FeI      26.0
6219.29     2.20     -2.463  FeI      26.0
6220.79     3.88     -2.330  FeI      26.0
6226.74     3.88     -2.069  FeI      26.0
6229.24     2.85     -2.866  FeI      26.0
6232.65     3.65     -1.240  FeI      26.0
6240.65     2.22     -3.292  FeI      26.0
6265.14     2.18     -2.559  FeI      26.0
6270.23     2.86     -2.573  FeI      26.0
6290.98     4.73     -0.576  FeI      26.0
6297.80     2.22     -2.777  FeI      26.0
6303.46     4.32     -2.492  FeI      26.0
6315.81     4.08     -1.645  FeI      26.0
6322.69     2.59     -2.368  FeI      26.0
6335.34     2.20     -2.339  FeI      26.0
6336.83     3.69     -0.858  FeI      26.0
6358.68     0.86     -3.907  FeI      26.0
6380.75     4.19     -1.322  FeI      26.0
6385.72     4.73     -1.828  FeI      26.0
6392.54     2.28     -3.942  FeI      26.0
6430.85     2.18     -2.127  FeI      26.0
6481.88     2.28     -2.929  FeI      26.0
6498.94     0.96     -4.627  FeI      26.0
6581.21     1.49     -4.706  FeI      26.0
6593.88     2.43     -2.384  FeI      26.0
6608.03     2.28     -3.967  FeI      26.0
6609.12     2.56     -2.632  FeI      26.0
6625.02     1.01     -5.284  FeI      26.0
6627.55     4.55     -1.475  FeI      26.0
6646.94     2.61     -3.915  FeI      26.0
6653.86     4.15     -2.407  FeI      26.0
6699.15     4.59     -2.106  FeI      26.0
6703.57     2.76     -3.022  FeI      26.0
6705.11     4.61     -1.057  FeI      26.0
6710.32     1.49     -4.810  FeI      26.0
6713.05     4.61     -1.514  FeI      26.0
6713.20     4.14     -2.438  FeI      26.0
6713.74     4.79     -1.425  FeI      26.0
6725.36     4.10     -2.187  FeI      26.0
6726.67     4.61     -1.045  FeI      26.0
6732.07     4.58     -2.144  FeI      26.0
6739.52     1.56     -4.902  FeI      26.0
6745.11     4.58     -2.094  FeI      26.0
6745.97     4.08     -2.657  FeI      26.0
6752.71     4.64     -1.234  FeI      26.0
6786.86     4.19     -1.886  FeI      26.0
6793.26     4.58     -1.901  FeI      26.0
6806.85     2.73     -3.103  FeI      26.0
6810.27     4.61     -0.995  FeI      26.0
6820.37     4.64     -1.134  FeI      26.0
6828.60     3.57     -1.871  FeI      26.0
6833.23     4.64     -1.975  FeI      26.0
6837.01     4.59     -1.732  FeI      26.0
6839.84     2.56     -3.377  FeI      26.0
6842.69     4.64     -1.169  FeI      26.0
6843.66     4.55     -0.867  FeI      26.0
6855.72     4.61     -1.674  FeI      26.0
6857.25     4.08     -2.075  FeI      26.0
6858.15     4.61     -0.972  FeI      26.0
6861.94     2.42     -3.795  FeI      26.0
6862.50     4.56     -1.437  FeI      26.0
6864.32     4.56     -2.229  FeI      26.0
4508.28     2.86     -2.403  FeII     26.1
4520.22     2.81     -2.563  FeII     26.1
4534.17     2.86     -3.203  FeII     26.1
4541.52     2.86     -2.762  FeII     26.1
4576.34     2.84     -2.947  FeII     26.1
4582.84     2.84     -3.076  FeII     26.1
4620.51     2.83     -3.234  FeII     26.1
4629.34     2.81     -2.262  FeII     26.1
4656.98     2.89     -3.676  FeII     26.1
4670.17     2.58     -4.011  FeII     26.1
4923.93     2.89     -1.541  FeII     26.1
5132.67     2.81     -4.008  FeII     26.1
5197.57     3.23     -2.293  FeII     26.1
5234.63     3.22     -2.235  FeII     26.1
5256.94     2.89     -4.019  FeII     26.1
5264.81     3.23     -3.091  FeII     26.1
5284.11     2.89     -3.132  FeII     26.1
5414.07     3.22     -3.568  FeII     26.1
5425.25     3.20     -3.234  FeII     26.1
5427.81     6.72     -1.481  FeII     26.1
5525.12     3.27     -4.000  FeII     26.1
5534.85     3.25     -2.792  FeII     26.1
5991.38     3.15     -3.539  FeII     26.1
6084.11     3.20     -3.774  FeII     26.1
6113.32     3.22     -4.108  FeII     26.1
6149.25     3.89     -2.719  FeII     26.1
6238.39     3.89     -2.526  FeII     26.1
6239.94     3.89     -3.448  FeII     26.1
6247.56     3.89     -2.347  FeII     26.1
6369.46     2.89     -4.131  FeII     26.1
6407.29     3.89     -2.899  FeII     26.1
6416.93     3.89     -2.625  FeII     26.1
6432.69     2.89     -3.572  FeII     26.1
6442.97     5.55     -2.399  FeII     26.1
6456.39     3.90     -2.110  FeII     26.1
6516.09     2.89     -3.279  FeII     26.1
6160.75	2.10	-1.363	NaI	11.0	54.3 
6319.24	5.11	-2.300	MgI	12.0	25.2
6318.72	5.11	-1.996	MgI	12.0	-1
5517.54	5.08	-2.496	SiI	14.0	12.9 
5621.60	5.08	-2.500	SiI	14.0	-1	
5645.61	4.93	-2.068	SiI	14.0	35.8 
5684.49	4.95	-1.642	SiI	14.0	61.2
5690.43	4.93	-1.790	SiI	14.0	-1
5701.11	4.93	-2.034	SiI	14.0	37.7 
5753.64	5.62	-1.333	SiI	14.0	45.7 
5772.15	5.08	-1.669	SiI	14.0	52.0 
5797.87	4.95	-1.912	SiI	14.0	43.9
6125.02	5.61	-1.555	SiI	14.0	31.7 
6142.49	5.62	-1.520	SiI	14.0	33.1
6145.02	5.62	-1.425	SiI	14.0	38.8 
6195.46	5.87	-1.666	SiI	14.0	17.1 
6237.33	5.61	-1.116	SiI	14.0	61.1 
6243.82	5.62	-1.331	SiI	14.0	44.8
6244.48	5.62	-1.310	SiI	14.0	46.2 
6721.85	5.86	-1.156	SiI	14.0	44.0
6741.63	5.98	-1.625	SiI	14.0	15.5 
6156.02	2.52	-2.497	CaI	20.0	9.6
4743.82	1.45	0.297	ScI	21.0	8.0 
5520.50	1.87	0.562	ScI	21.0	6.6 
5671.82	1.45	0.533	ScI	21.0	14.6 
4555.49	0.85	-0.575	TiI	22.0	63.7 
4562.63	0.02	-2.718	TiI	22.0	10.9 
4656.47	0.00	-1.308	TiI	22.0	68.6 
4675.11	1.07	-0.939	TiI	22.0	38.1 
4997.10	0.00	-2.174	TiI	22.0	31.6 
5219.70	0.02	-2.254	TiI	22.0	28.1 
5490.16	1.46	-1.008	TiI	22.0	21.4 
5739.48	2.25	-0.781	TiI	22.0	7.7 
6064.63	1.05	-1.941	TiI	22.0	8.3 
6091.18	2.27	-0.445	TiI	22.0	15.0 
6126.22	1.07	-1.416	TiI	22.0	22.1 
6258.11	1.44	-0.435	TiI	22.0	51.5 
6261.10	1.43	-0.491	TiI	22.0	49.2 
6599.12	0.90	-2.069	TiI	22.0	9.3 
4600.75	1.00	-1.457	CrI	24.0	82.3 
4626.18	0.97	-1.467	CrI	24.0	83.3 
4964.93	0.94	-2.577	CrI	24.0	38.1 
5300.75	0.98	-2.125	CrI	24.0	58.9 
6330.13	0.94	-2.92	CrI	24.0	-1
4588.20	4.07	-0.752	CrII	24.1	68.5 
4592.05	4.07	-1.252	CrII	24.1	47.6 
5670.85	1.08	-0.482	VI	23.0	18.8	
5703.59	1.05	-0.460	VI	23.0	-1
5727.05	1.08	0.000	VI	23.0	-1
5737.07	1.06	-0.815	VI	23.0	10.4
6039.73	1.06	-0.650	VI	32.0	-1
6081.45	1.05	-0.692	VI	23.0	14.1
